Genus, V1, V2, V3, V4, V5, V6, V7, V8, V9
Sideroxydans,4.045499955692102e-05,0.00018782325714953153,0.06340112720066014,0.9363620279497356,2.154602343889378e-06,7.819704307744908e-07,1.7686311341259982e-06,1.590897304196221e-06,1.7062956187179092e-06
Ferruginibacter,1.511598327202179e-06,2.1351959651838205e-05,0.06483616344144034,0.935135919902661,2.2120036056947555e-06,5.245096292076517e-07,2.9474326167733257e-07,1.8365948227132417e-06,1.7482825430427803e-07
Prevotellaceae UCG-001,2.8684723571305637e-09,7.475489019835097e-08,0.07731252722216979,0.92268584666476,1.464923317165515e-08,2.0708306975374745e-08,1.6938529629935727e-07,1.1528577710456568e-06,1.9066157672522412e-07
Sediminispirochaeta,1.2348130723593904e-07,3.5934736482302313e-07,0.0008997087327992659,0.9990553164143248,3.540521185417723e-05,1.9476038413360146e-06,1.422660695802942e-06,3.0527544620857824e-06,2.6543224288325603e-06
Corynebacterium,1.8000425910826928e-08,1.8998752903584742e-07,0.01961292989101972,0.980385708531702,4.651203496066002e-07,2.235417519404801e-07,8.078344759308341e-08,3.585628506567725e-07,2.3578457677532117e-08
Erythrobacter,8.243424879002812e-06,0.00022896713914251717,0.026409916055226176,0.9732870507708136,2.0309840137958017e-05,4.469521192623673e-06,8.70444954069889e-06,1.1769073413362405e-05,2.038695793311005e-05
Granulicella,0.00012942007160916078,0.0001591009486412359,0.003156776143111519,0.9963501744435156,2.084628891720075e-05,2.46079695940876e-05,3.400093218009336e-05,0.00010532015020523425,1.4740017805630581e-05
Planomicrobium,8.476946741179236e-06,1.831722077635003e-05,0.03570552355483594,0.9642669653344191,5.050666715738648e-07,3.2618781782611005e-08,4.7369035615965595e-08,9.115395181402884e-08,3.0886610489547005e-08
Providencia,1.341680980978151e-06,0.6866130237486153,0.00011794475017958422,0.3132649566540677,1.1970419127368275e-06,4.168414744028523e-07,2.8148174741363656e-07,3.9721243530572377e-07,4.0364342957831416e-07
Roseovarius,3.781059092932452e-06,1.4485060944004845e-05,2.6035879546283168e-05,0.9999344160027647,4.431859701488915e-06,3.1892674789641557e-06,3.8668345056794095e-06,6.223789463885804e-06,3.191852054883231e-06
Clade Ia,9.87675781440383e-07,0.00010042316303864026,0.009885780661178,0.9900036732285903,7.676358152684902e-06,2.0683630144766874e-07,3.7247237865573976e-07,8.099903822718932e-07,4.9888387531273984e-08
Lachnospiraceae XPB1014 group,8.051544550692112e-08,1.3460091413198118e-06,0.03818478748602559,0.9618119910794276,8.142618689563872e-07,8.863920798814773e-07,5.1482992713468004e-08,3.921463200400954e-08,3.4391449700197194e-09
WCHB1-32,1.0130532547166046e-06,4.931550483605277e-05,0.027862324453730374,0.9720818650973098,6.339478994854559e-08,8.273358213217756e-08,1.0508152965460155e-07,2.448325113206132e-06,2.7699363533455805e-06
Ochrobactrum,0.008244766764502087,0.01089333231421636,0.02139692002627288,0.9594561887745845,1.0517168530423356e-06,4.77442538777886e-06,1.5301531097121627e-06,9.291831767973422e-07,3.6678143041307087e-07
Peredibacter,0.0004736576891503843,0.003615500504261356,0.2457988312978766,0.7454046172153896,0.0014918073631913279,0.00048705757966812296,0.0008021775830364831,0.001354818015939166,0.0005561418189598096
Brachybacterium,1.4759838611417816e-07,1.4302517090644493e-05,1.1935227154918556e-05,0.9801647617160998,0.019804424855536747,6.947693422919288e-07,4.37882606332826e-07,5.845970256353338e-07,2.7032867648964843e-06
Selenomonas,3.60357356180057e-08,1.2747154722647883e-06,0.00016087016996677622,0.9998346079424426,5.635984762656876e-07,1.2842964380534685e-07,3.238088612831921e-07,2.1035242055788157e-07,1.9815382530978837e-06
Otariodibacter,3.351398776652298e-06,0.0001209840714439737,0.00025172989875227596,0.9995948249315427,9.17060406883701e-07,4.803934100953917e-07,1.4031837929240332e-06,2.6255794580774822e-05,0.0
Gemella,4.205192042999984e-05,0.0002183934153776181,0.00010508259113673165,0.9996312934079683,2.0223190664382434e-06,1.9335227586629386e-07,4.3394411660760086e-08,6.74291999780425e-07,2.4004832967964887e-07
Acidithiobacillus,0.003831769727971573,0.48997832665185975,0.455009621679139,0.04535959892573447,0.0015350389390986422,0.001486459712071612,0.000759797512094996,0.0012739754423745635,0.0006199304293963115
Lachnospiraceae UCG-004,6.32381730854813e-08,1.8099222426995472e-06,0.12821211301011476,0.8717841755281048,4.85619559274293e-07,2.3529381027006601e-07,9.044768472281596e-07,2.0519913009349706e-07,6.750094677275331e-09
Thiomicrorhabdus,2.1739161445759962e-05,0.0005394217577830597,0.9966422970953425,0.0027088895998855604,1.8304960716865842e-05,2.8392431223445466e-05,1.1265837842956748e-05,2.7407929703521854e-05,1.4421677573889634e-06
Adhaeribacter,1.5263852977205983e-06,8.882767647073009e-07,0.06216200126556426,0.9378034069330076,1.8811579512166033e-07,2.0948187234102595e-07,3.7321535564126015e-07,3.0086823587487762e-05,1.2974457581649773e-06
Tyzzerella 4,9.032530307826604e-09,3.042626664026898e-07,0.00192226618375686,0.9980701915470045,7.006422231539972e-07,3.574629278241468e-07,5.628271590602558e-06,5.300653880383533e-07,1.2460793896782408e-08
Finegoldia,3.288287154548855e-08,0.0001260961515085001,2.087128315642762e-05,0.999849369373615,4.0695535723202295e-07,8.38277036944797e-07,1.7444231642994977e-07,2.155834839572601e-06,5.3420949885967756e-08
Candidatus Nitrososphaera,0.00039173361235825206,0.0005116092931000876,0.06156423911557998,0.9085742463722156,0.02820175344056685,0.0005670056718938557,0.00016643288428204662,1.8803139964069102e-05,3.238329958895934e-06
Virgibacillus,0.0004631768910625544,2.5283922028329956e-05,1.2366716206740319e-05,0.9994980163562167,1.5264085205485427e-07,5.501953918956101e-08,5.867665680662323e-08,2.1758538190023731e-07,6.658080498218093e-07
Variovorax,1.2385465866137378e-05,0.02275138184387794,0.18731269868466532,0.7898024012395761,3.436253893059958e-05,1.7704693538886458e-05,2.5527825180084285e-05,3.7930431909523735e-05,3.91027250413334e-06
Alteromonas,0.011836501843895309,0.2881684284534054,0.03536940179420629,0.6646216454650983,3.2141769341623064e-07,1.6185039854058613e-06,2.496884390646769e-07,5.803098697661183e-07,2.5340847076620366e-07
Weissella,5.1614504298171626e-05,9.605649706148182e-07,0.03093690695573617,0.9689618677117338,4.102052069510769e-05,2.072188935399324e-07,2.604276618607328e-07,2.890146455558789e-07,6.860319919491812e-06
Moraxella,1.773968091776407e-05,0.5908041812653694,0.40687964491627854,0.002079719269400028,5.873359269312309e-06,7.225048701841727e-06,5.0677173547849055e-06,0.00019904083638512554,9.717458557551944e-07
Coxiella,0.009442593065397777,0.15510594767540603,0.8247515296328448,0.010396610008670886,0.00015671585994190372,3.145095660587612e-05,2.3093120156773858e-05,6.623251553271064e-05,2.1157778848173073e-05
Phenylobacterium,1.1234494568161861e-07,6.442853729397723e-07,0.027074201873393263,0.9729236384564218,1.3598042969053651e-07,7.750685992794376e-08,7.667031781318718e-07,3.330085674278702e-07,8.354325189510247e-08
Arcobacter,4.186056756344367e-08,2.346714095807076e-07,0.6703568334664707,0.32964147118385534,2.0441403232356315e-07,4.483247378083681e-07,1.0273241113856648e-07,3.3733458536156086e-07,3.243156148818903e-07
Luteolibacter,1.781197408945317e-05,0.027276581426142636,0.9351119900767799,0.03753195235200808,1.108680933749022e-05,4.695556073511275e-06,7.973791313082151e-06,1.162514512008436e-05,2.5786929837571645e-05
hgcI clade,5.996006303561464e-06,2.0930112643841416e-05,0.046954415723235415,0.9530133319947183,8.895010706886118e-07,1.4660714022683638e-06,3.6366684924408666e-07,8.178847964070683e-07,1.7751939775327613e-06
Sphingobium,0.00010766061737318607,0.00010208401830697474,0.02218328624122434,0.9747977788528297,0.0002397212712331755,1.4124438351888949e-05,9.022232848163086e-06,0.001606877661062521,0.0009387984070183064
MND1,1.4423221291963848e-05,0.00019553945543621977,0.07907837022206118,0.9205733546614667,3.7618828876803265e-05,1.333413246894744e-05,1.8044855613162527e-05,4.519470946886684e-05,2.290185366368455e-05
Syntrophorhabdus,0.0012735351503954618,0.02345744362008938,0.013567962751419662,0.9604089473920874,0.0001454003732783027,7.250233162113847e-05,8.711607033792456e-05,0.0005942913798596531,0.0003895558494756865
OM43 clade,3.982289432019986e-06,0.005041138753274028,0.14177448530536746,0.8531763339030303,6.775233530574929e-07,2.0632425446196327e-06,3.9272448982901837e-07,6.268136330047769e-07,2.587754331828474e-07
Bauldia,1.8887890999364328e-06,4.0137810117813475e-05,1.4718924634166542e-05,0.9999367711209898,1.030030209093403e-06,1.1541513243387458e-06,1.0336977131251085e-06,2.441324266215245e-06,7.590276326987464e-07
Rhodobacter,1.1200788397080596e-05,1.3631773645664843e-05,0.0006877779927027567,0.99914709324565,3.963849286599356e-06,5.119756413508258e-06,4.419532369903809e-06,1.4882120062115144e-05,0.00011161071701709485
Rhodopirellula,0.022228680411542728,0.3870760196420439,0.11157346552604057,0.44732300965902866,0.006741771906521684,0.005061066716196342,0.004821747940664019,0.010583489392684615,0.003997997307505199
Selenomonas 3,4.0120657238307246e-08,1.2466146517021858e-07,0.0004688106539120212,0.9994915027335834,3.5051860022113633e-06,2.8390486139992193e-06,8.132076758890704e-07,3.61662633900493e-06,2.8745962420951145e-05
Thermococcus,0.00010520182629528423,0.10074618174627102,0.0746276971012557,0.5512500316637613,0.2694494813758285,0.0008443114389577129,0.0005881524480085323,0.002141787428686733,0.0002373033248057309
Thermus,1.852876927704019e-05,0.06441713211009077,0.09711175810407709,0.8382554318917728,5.4211167077148625e-05,1.635888649973231e-05,4.7674964727485876e-05,5.915036532683406e-05,1.9091462622407217e-05
Limnohabitans,5.781332572678974e-07,0.021359966743468423,0.06591335422906262,0.9127251102636175,2.162539373001909e-07,1.8236473697730447e-07,2.1976873692563984e-07,2.7576040904047857e-07,8.082707355672228e-08
Mycoplasma,2.3731739406604558e-05,0.00105949534606339,0.2089276810287979,0.7899202675873619,9.329264856090833e-06,7.324385499514309e-06,1.0248256811494272e-05,2.5633873383658662e-05,1.593977741560487e-05
Wolbachia,0.0425756074073293,0.9483798765495772,0.0021109878680985418,0.006914892620183958,1.1023175553163346e-05,4.10565335917764e-07,1.7340784929917993e-06,2.1305980425561782e-06,3.2571308395625263e-06
Flavisolibacter,1.0307520907487646e-06,2.0120894512872964e-05,0.051763005448665494,0.948203057441707,1.8736078827537447e-06,8.344125117019845e-07,8.414091713666952e-06,1.0112715869872775e-06,6.176089672938898e-07
Ralstonia,2.255905140174612e-05,7.425393944645204e-05,0.0159246503428564,0.9839747719190594,1.7377908233007877e-06,3.847437561764178e-07,2.7255539428017036e-07,6.110204824180869e-07,4.282487251653613e-07
Delftia,2.9184424014715283e-06,0.022348886099022934,0.1657063071122012,0.8119175033007915,1.5124400533414928e-05,3.222123091269693e-06,1.1690843654338775e-06,4.157344845564518e-06,5.362761011010867e-07
Sulfitobacter,1.4531205819651165e-05,6.677385369111589e-05,0.00026047152101980203,0.9996289782399327,4.5363840993919555e-06,6.744000209752847e-06,5.023512522417684e-06,9.978050656606129e-06,1.5379849679039916e-06
Candidatus Chlorothrix,5.627552924179579e-05,0.00018602646630338284,0.08435003462213082,0.8977619607813706,0.0007943926415275196,0.0012056779133497722,0.004316196035163894,0.011296060920462111,2.9370234056872382e-05
Prevotella 2,6.872834152981324e-09,2.6710933861479636e-07,0.0012843963734444793,0.9987126016740585,2.9324849449858773e-08,1.5143940312847927e-08,2.439497892457499e-07,5.066114991670285e-07,1.9323296414057457e-06
Legionella,5.549025761499718e-05,0.04518614743504743,0.9479514273227868,0.006537403691581738,8.309026678123876e-05,8.55753055550392e-05,2.4150014987254728e-05,4.414111371050242e-05,3.062158273973584e-05
Mesorhizobium,0.00019175176080890412,0.00021586415561107076,0.025688157603674096,0.9731430540002584,3.923205212015626e-05,0.00016373254712793233,0.00010254325128364401,0.00039688395939636097,5.5599920364837796e-05
Catenibacterium,2.440044658056957e-07,1.982344504177217e-06,0.07434312850435894,0.9251768094324373,0.00014132739547682,3.6369786683495e-05,0.00018896998004020254,8.768650770362236e-05,2.3450217281100024e-05
Endozoicomonas,0.000979449571004428,0.3450692421914002,0.6310081228478724,0.021707614034467634,0.0008801882431530168,5.687254229304847e-05,0.00014897464779692929,5.4132233374271374e-05,8.705114598660985e-05
Rhodanobacter,0.00016155655943833467,0.8978052408344197,0.05640273957080842,0.04497369938065084,8.711366255206023e-05,0.00011965799180444713,7.9016938235387e-05,7.362187244543877e-05,0.0002890931206088001
Pseudohongiella,9.375476478760552e-06,0.043618837060304394,0.9513092547386247,0.005004458586587809,1.3370490814656046e-05,2.2150245934142398e-05,5.7570124200355625e-06,1.0095234681943055e-05,6.105193935072223e-06
Fermentimonas,1.9815134327881885e-07,1.2461646572636575e-07,0.03470787888148866,0.9652901675682366,1.8804109196283973e-08,1.777817112234543e-08,5.105822812700642e-08,1.4698829553811545e-06,7.026830181954972e-08
Haliangium,5.608937491430386e-06,6.610353703064657e-05,0.018131470550340915,0.9817145091410499,2.1321204620407923e-05,2.4075538280026332e-05,9.690434545672622e-06,1.100428709670796e-05,1.588490812879184e-05
Luteimonas,0.0001484448147985737,0.9785470921195323,0.012868514973132232,0.00841779320353195,4.460276796977088e-06,1.785007895246194e-06,1.7109853326983225e-06,4.2923719868466946e-06,3.3015744047644436e-06
SEEP-SRB1,1.4540386351667296e-05,3.8927847152561386e-05,0.0004965892108260301,0.9993314608048075,0.00010420985849727661,1.5981953501145088e-06,5.1531806399828435e-06,2.8690134287015012e-06,4.16925360299041e-06
Syntrophus,1.2605021195251414e-07,2.107536434573124e-06,0.02229123368790726,0.9776927806262219,5.252845690320428e-06,1.661857143997058e-06,7.698315428235704e-07,1.5519288960586682e-06,4.505307929458976e-06
Roseivivax,8.604111467005809e-07,8.839478206824792e-06,7.157532819503524e-05,0.999908531634428,5.50570520667152e-07,1.1319099110049039e-06,2.553108415737918e-06,5.525746369842633e-06,3.6323417057712393e-07
Peptoclostridium,1.0923068067136689e-07,8.686267554051202e-07,0.0019420253358693336,0.9977931061914688,1.0249507370951132e-05,1.642964140098672e-05,4.284856345712876e-06,1.3792646436429887e-05,0.00021912372814980485
marine metagenome,0.025365906769549126,0.02665421776050439,0.1453110557707911,0.6965326437933018,0.08320143947259745,0.0039262931467822565,0.004418279392999236,0.00573023081502918,0.008761317688850584
Ruminiclostridium 6,7.439497265202648e-06,2.0148783384262405e-05,0.18571331700288873,0.8142486020069224,9.072067229332683e-07,8.018025371478438e-08,1.480891677513974e-07,9.295224456236117e-06,5.1868297807083654e-08
Longilinea,1.5445691704087512e-07,2.576429964757758e-06,0.004452065804080302,0.995528713100651,7.608936356635224e-07,6.783964842483471e-07,1.0631375539014652e-06,1.3975268114833482e-05,1.2510625489282268e-09
[Eubacterium] hallii group,2.3548410055617476e-07,2.534827979580239e-07,0.05614658498276198,0.9438525338785423,1.1583089513369833e-07,4.492069372185684e-08,8.808811823574804e-08,1.2506430271444254e-07,1.7708528267650902e-08
Sporosarcina,4.657753358751175e-07,4.373442628503072e-06,0.0004964728390489565,0.9994721453852766,1.1139528527314658e-05,2.379573077702395e-07,3.547830895151406e-07,1.4378218385395161e-05,4.266231004299971e-07
Tenacibaculum,3.722694025091082e-08,1.7209700685740693e-07,5.9620184393501134e-05,0.9999269472747342,9.41010981216229e-08,5.117374333606158e-08,6.422082520402067e-08,1.2993972814717026e-05,1.8047108708860166e-08
Algoriphagus,4.866888960506003e-08,0.03585357960169508,0.07178459208460665,0.8923609634698408,4.1957196484925515e-08,7.860692578164788e-08,2.595814567164805e-08,1.7787375704482735e-07,4.6612931666134656e-07
Desulfovibrio,5.064606159812098e-06,0.0003255184474168338,0.017248201429328498,0.9823625039445338,1.683247989441659e-05,5.060479751467063e-06,7.3014095280618714e-06,1.1194821507820501e-05,1.792650335884758e-05
Chitinophaga,2.644261366720928e-06,9.727257425215618e-05,0.09880067483831245,0.9010949578623118,2.00357345278448e-06,6.032243930997369e-07,5.21473897064318e-07,8.969199816631891e-07,2.8040199293048583e-07
Spirosoma,6.935852406483223e-08,7.667219437508001e-07,0.07881299784923762,0.9211851572864248,1.9745470501824052e-07,8.270101329409468e-08,1.0130496225232286e-07,5.172777492605919e-07,1.0630382145393108e-07
Alicyclobacillus,1.241749755449044e-06,1.3797849091450545e-05,0.00039452876037046364,0.9995518964069394,6.829973352832536e-06,9.09788981712172e-06,2.907145739244906e-06,1.64616229526182e-05,3.2103405626951137e-06
Pajaroellobacter,6.8774153694389e-05,0.00020861667238925564,0.07814635645602495,0.9212882904785261,3.640612348550749e-05,2.8532671530015196e-05,4.608838461856276e-05,9.531145887065889e-05,8.050627339985862e-05
RBG-16-49-21,3.1831194119562066e-05,0.0008140732247502407,0.006342632433149618,0.9911946018560396,0.00019033145422260892,0.0004883210208640844,0.00012017122721842636,0.0004420892168443227,0.0003747983581397706
Nitrospira,8.779260574610403e-07,0.016129930822789733,0.07328384869711105,0.9105081863961053,5.461190867196311e-06,1.5719835330626364e-06,8.01360670888205e-06,9.534785754380951e-06,5.249063427941375e-05
Termite Treponema cluster,3.03118363675625e-07,1.8991531864087861e-06,0.01851852508676071,0.9814125776136007,5.5301279328622994e-05,1.0759612456290413e-06,6.076172738783968e-07,9.34832047714702e-06,3.54137336150673e-07
Kitasatospora,5.746068685957421e-09,5.4176311554289174e-08,9.055140343528368e-06,0.9999906871217946,2.0059937415921757e-08,4.7779549071810024e-08,6.53112903568584e-08,2.9334516598890882e-08,3.471599964542921e-08
Oscillibacter,1.2710897302873595e-07,6.05964553459654e-07,0.1285392930759823,0.871459585773761,2.079564591907282e-07,2.082538162016168e-08,1.2114744397451631e-07,3.451976259167044e-08,1.9175409617174024e-09
Bergeyella,6.918707633725142e-08,2.996388348030152e-06,1.0517799515938261e-05,0.9999845383516895,5.3595081975863794e-08,5.4701060980775036e-08,1.2443518851582496e-08,1.7538227208818605e-06,3.1301037281833166e-09
Winogradskyella,1.2911686230652567e-07,2.705804042566508e-07,0.0006036815618629237,0.9993799748630356,1.4856104325667772e-06,3.286343133200973e-06,1.2814095481701e-07,1.0137031003526407e-06,1.0021219594838977e-05
Methylotenera,6.053198566606142e-07,1.380288982793535e-05,0.06019064424261722,0.9397655442159261,9.549243720405107e-07,1.2699444034605307e-05,1.6406435820122055e-07,1.0577913057012856e-05,4.997963988517117e-06
Janthinobacterium,2.7091038118700803e-06,1.3103276211406e-05,0.07845411591011596,0.9215238385137077,2.52453291378789e-06,3.5606222727157947e-07,3.547590629214866e-07,8.102842401605112e-07,2.1158989776893666e-06
Methanosarcina,0.021972558769011,0.1114418312960184,0.04437362818458596,0.8221108741112609,8.363365945246372e-05,6.666681121387268e-06,6.951282847693668e-06,1.7551374159103872e-06,1.7488049375703023e-06
Buchnera,0.05306672312243712,0.931072159377168,0.0009897176796956006,0.014862058340671598,1.1484566264533232e-06,8.796425167491854e-07,1.2261430210738243e-06,5.618361411463269e-06,2.1195955974084883e-07
Holdemanella,4.990328818032588e-06,1.7156547470196005e-05,0.13450995913214156,0.8646025526217294,0.0003005378992518696,6.463152143414478e-05,0.000397506135026552,0.00010095003543490645,1.5599053999239606e-06
Candidatus Actinomarina,4.747872147077501e-07,3.6065038238988223e-06,8.673164861542982e-05,0.9998749875899381,3.096673742762028e-05,1.1976738816100526e-06,6.097273520593786e-07,8.416463873686268e-07,5.500641597909154e-07
OM27 clade,6.390190909861827e-06,2.743879920540997e-05,0.017079223741775937,0.982808397788884,1.1710990687536472e-05,1.0894227399909855e-05,1.6217278323651938e-05,3.0439772783896168e-05,8.794035532163945e-06
Acetobacter,4.0148007088202254e-05,0.00011157467910081798,0.9972271589371245,0.00257424164631061,1.0043811776500951e-05,9.12053379472853e-06,8.567800107030227e-06,1.3372029173052413e-05,5.263775662318843e-06
Marinobacterium,2.7166025340421466e-05,0.06930992322595537,0.9266377445617618,0.00391427097684578,3.791851548932712e-05,2.3353663992976197e-05,3.38889322377532e-05,9.930463286197015e-06,4.637921017760222e-06
Pediococcus,2.907387830322063e-05,1.5275270429906575e-05,0.0005917047092243631,0.9990324368602389,3.746243842416943e-05,2.7050740470964306e-06,4.53059653079243e-06,1.8979332463044274e-06,0.00028480732896156235
Actinomadura,5.358842671038436e-06,7.613891192008771e-05,0.00019540394786789832,0.9994331058170067,9.541098370757656e-05,6.995150252258132e-05,4.822516172149872e-05,6.18196504064429e-05,1.4085998302790765e-05
Nostoc PCC-73102,2.7724511311942273e-07,5.571836277059831e-07,0.0034372299813468206,0.996561480555923,6.754625175423768e-08,2.0878137883907832e-07,5.7847471276129256e-08,8.585870365915683e-08,1.6759056928686053e-08
Methanoregula,8.42349444281044e-05,0.0022206254263728515,0.18165357004326446,0.7651733664831571,0.04839822727973761,0.0008911765252201306,0.00030560505205483746,0.00024959142886490216,0.001014641163324471
BD1-7 clade,0.00011543812395516649,0.0031689707736954494,0.9605317938779089,0.03572070401861099,0.00010719792879353465,0.00010902002701933476,0.00013880485844649512,8.704450448115047e-05,8.272548216835068e-06
Sva0996 marine group,0.0002272753589143702,0.013650140979250578,0.1267761729860303,0.8570746241455149,0.0004096428020618247,0.0005212181608213795,0.0004191834719840178,0.0004959518227510493,0.0004027342636696023
Nocardiopsis,2.48453052614462e-07,4.481606085284648e-06,0.0652676481914329,0.9347206964055115,1.7618434886633655e-06,5.97732176992711e-07,6.099612455680777e-07,2.076531248886736e-06,1.8465448931440315e-06
Photobacterium,4.0635208511206536e-06,0.8238012078002989,0.02335421967832575,0.15035018870200417,0.0024897574217468852,1.2783411763810743e-07,7.636732267800228e-08,1.2296192287892987e-07,1.282681692247892e-07
Pedobacter,4.1627349139362264e-05,1.604762367350792e-05,0.07067376642270234,0.9291882188491769,1.0387109742937264e-06,1.2130148641718524e-06,1.0980926614179155e-05,4.8982663962898496e-05,1.7581974266954032e-05
Acidiphilium,2.774007444071034e-05,0.03545980336797698,0.9157098676625489,0.04875692833534329,7.512126550923411e-06,9.886113671909867e-06,1.1111085137211633e-05,1.3289051451991531e-05,3.2391339274537183e-06
Leptotrichia,3.850459050135388e-06,5.0956336818642114e-05,0.9261535215479508,0.07374144784779016,7.57839204040185e-06,4.891033270888362e-06,1.1884080495357558e-06,8.072193254043055e-06,2.8466195945600987e-05
Idiomarina,0.013113423286652888,0.16637140988175425,0.12674924658263223,0.6937575520050641,4.2730726353561864e-07,1.1534501396776987e-06,8.354708739179238e-07,9.346163027576533e-07,2.034773976427287e-07
Agromyces,1.2155993790603345e-07,9.010380424667645e-07,3.5757630009945874e-05,0.9999622109672499,1.0841436314983269e-07,1.6900844623344464e-07,9.060351760520478e-08,4.3632459718364466e-07,1.9705460619666312e-07
Mariprofundus,3.464259510187923e-06,9.842046774518806e-06,0.179263899401018,0.8207136587865272,5.022769777696251e-07,7.209639674959968e-06,3.8477403068499076e-07,5.210414054972832e-07,4.3375485700599013e-07
Pseudobutyrivibrio,5.124337521726029e-08,6.410973933759693e-06,0.04098706779581041,0.9590041423840588,3.3248582547759855e-07,6.632619624486632e-08,1.3259755731013986e-06,5.991359009055275e-07,2.7670520013753413e-09
Anoxybacillus,1.4413871883747657e-06,5.630861278218877e-05,0.0006738131292871107,0.9988584700383705,0.0003569877915846463,1.1017673185902789e-05,4.726976651466727e-06,1.5465969678321022e-05,2.166081137103722e-05
Tyzzerella,2.1964262402460876e-07,1.1724489015183374e-07,0.0026005341036400335,0.9973957240856397,3.4532262644873685e-07,6.861050289046779e-07,4.63726204084664e-07,1.895512273147194e-06,1.2839987752099755e-08
Halobacteriovorax,0.00010742857401517907,6.084597354529586e-05,0.15318776304469425,0.8464993532035501,2.1102405732934018e-05,2.5664143385835235e-05,3.608897951502651e-05,4.126930389884845e-05,1.6812418209391838e-05
Halioglobus,1.1873690651398513e-05,0.004823333253095013,0.9935488204617297,0.0015593437367617273,3.407563128937386e-05,5.557168666562628e-06,3.594759883747567e-06,7.148508034608806e-06,5.4942804967257815e-06
Chthoniobacter,1.0175400804162578e-05,0.00017842449503875228,0.9982873262077222,0.0014823730082362124,6.081109609551509e-06,2.446541356437108e-06,9.742398314396038e-06,7.268220878702622e-06,1.5627979815460542e-05
Undibacterium,2.5136876262907157e-06,2.9363431711941447e-05,0.035856576289560085,0.9641040422958764,9.914798342279508e-07,1.0622866080946933e-07,2.3497022498375167e-07,5.946500392670056e-06,2.177322836921767e-07
Caproiciproducens,4.230718943083055e-06,0.00015827590348984824,0.34278884933499876,0.6570379398715185,1.6552747641152285e-06,3.894311526065567e-06,1.7869134624551382e-06,2.921946531972412e-06,3.6496897442732045e-07
Polynucleobacter,1.0007951671950547e-05,0.00012245207816075735,0.059412002964671126,0.9403864427496851,2.412322078193336e-06,1.9319041107017087e-06,5.323438645998052e-05,4.2381724720308435e-06,7.114126431118314e-06
Pectobacterium,0.0011932350268410172,0.8810045881547833,0.07907367580481119,0.03872419995813391,8.080558198248924e-07,9.164729426326125e-07,8.136988954021465e-07,7.752661540305634e-07,6.011165283007549e-07
Brevibacterium,1.2400029416164e-06,1.0729055170755601e-06,6.9229063991018695e-06,0.9999875758577292,1.1231741427097946e-07,1.6403280226054137e-07,1.015327437434356e-07,6.256501598734762e-07,2.1784073238032813e-06
Lautropia,9.310700024800361e-06,1.4260826659445909e-05,0.05281929314757584,0.9471342007833634,7.660133690071398e-06,3.55716611314845e-06,7.104002700520716e-06,4.371990544888446e-06,5.1676078042970713e-08
Nonomuraea,1.2587922525032496e-06,3.662785640096374e-06,1.91333068143789e-05,0.999960097333035,1.4312847483579577e-06,2.2983123200207734e-06,3.18366290013804e-06,3.512560528680096e-06,5.377383668338543e-06
Paludibaculum,6.55197012122937e-07,3.5660527360765795e-06,0.47591643605838624,0.5240765905089667,4.506132820529202e-07,2.753991986249992e-07,3.8886988033925846e-07,1.2694446021000974e-06,3.3885850620378526e-07
Stenotrophobacter,1.4546637129278126e-07,3.163187267860063e-07,1.4858594552361017e-05,0.9999816631953247,9.906164138366672e-07,5.490834624517301e-07,1.8288495124481885e-07,9.120875216504033e-07,3.6734489088424687e-07
Singulisphaera,0.05393134175426268,0.908424912667282,0.007322062385471479,0.026884960576187156,0.0003771970124886787,0.0004622550365256859,0.0008928317505700325,0.0014998710750723945,0.00019250696767273415
Noviherbaspirillum,8.644539046125274e-06,8.278801581960894e-06,0.1591659377384384,0.8408108435988545,8.107590973355486e-07,1.3425986257967313e-07,2.3477992636658282e-07,4.76003579519507e-06,3.366909108060879e-07
Desulfobulbus,3.4327602939295452e-06,0.0003726708397626684,0.0501069593189812,0.9494753929967046,2.764202966722673e-05,4.013135136909883e-06,2.306045604972706e-06,2.4466774549596586e-06,5.026597899722405e-06
Dialister,2.2550050597338422e-07,1.7940964875973064e-06,0.012642321524105864,0.9873545409162442,3.1436608157412184e-07,9.28654448584658e-08,1.755600095882052e-07,3.2410797340321904e-07,2.0275216734380259e-07
Ruminococcaceae UCG-013,1.7515690638721854e-06,5.209617863778185e-05,0.1991258831222222,0.8007438880879229,4.014430331200039e-05,2.2400865775903666e-05,1.1337487644676282e-05,2.4456923783379448e-06,3.283305934926832e-08
Defluviitaleaceae UCG-011,5.940401672185044e-07,0.04751671124469987,0.1493819150858355,0.8030579816202682,5.784014040955556e-07,6.89597323266315e-07,3.79543256688294e-06,1.8128424034372278e-05,1.9600239190979085e-05
Achromobacter,3.80703488551504e-07,2.0424078331172582e-06,0.08989996261027892,0.9100969489127367,9.831334109144693e-08,7.823238664776058e-08,4.887658068604221e-08,2.1666941406750764e-07,1.982456214824745e-07
Aquicella,0.00081178527149736,0.0014885174426930515,0.9695782290506244,0.02679681685595705,0.0002356957401249229,0.00011862238554894253,0.00010648752228663915,0.0005846744927189392,0.000269024663607179
