Published_Year,Assembly_Accession,Organism_Name,Species,Genus,Family,Order,Class,Phylum
2017,GCF_002764035.1,Pectobacterium carotovorum subsp. brasiliense,554,122277,1903410,91347,1236,1224
2017,GCF_000464955.2,Escherichia coli O104:H21 str. CFSAN002236,562,561,543,91347,1236,1224
2017,GCF_000833635.2,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_001645235.2,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_001651925.2,Escherichia coli O157:H7,562,561,543,91347,1236,1224
2017,GCF_001651945.2,Escherichia coli O157:H7,562,561,543,91347,1236,1224
2017,GCF_001651965.2,Escherichia coli O157:H7,562,561,543,91347,1236,1224
2017,GCF_001682305.2,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_001932515.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_001936315.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_001999185.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002007705.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002009315.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002011945.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002011965.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002011985.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002012005.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002012025.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002012045.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002012065.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002012085.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002012105.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002012125.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002012145.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002012165.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002012185.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002012205.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002012225.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002012245.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002012265.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002012305.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002024865.1,Escherichia coli NU14,562,561,543,91347,1236,1224
2017,GCF_002055605.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002055635.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002056065.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002056145.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002056635.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002057245.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002057355.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002058765.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002077195.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002078275.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002078295.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002079225.1,Escherichia coli C,562,561,543,91347,1236,1224
2017,GCF_002090355.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002105735.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002116715.2,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002118095.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002142675.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002142695.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002142715.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002156825.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002156845.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002157245.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002163655.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002163695.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002163935.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002163955.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002180055.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002180095.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002180135.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002180195.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002180215.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002180275.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002192275.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002192295.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002193095.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002196475.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002196495.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002201835.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002202175.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002211725.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002214205.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002214745.2,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002215095.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002220215.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002220265.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002237305.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002237325.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002249955.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002269325.1,Escherichia coli O6:H16,562,561,543,91347,1236,1224
2017,GCF_002278115.2,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002285755.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002302315.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002302335.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002310555.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002310575.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002310595.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002310615.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002310635.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002310655.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002310675.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002310695.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002310715.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002310735.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002357875.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002357895.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002357915.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002393365.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002393465.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002587005.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002589795.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002591135.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002716885.1,Escherichia coli O91 str. RM7190,562,561,543,91347,1236,1224
2017,GCF_002741175.1,Escherichia coli O25:NM,562,561,543,91347,1236,1224
2017,GCF_002741195.1,Escherichia coli O6:H16,562,561,543,91347,1236,1224
2017,GCF_002741215.1,Escherichia coli O15:H11,562,561,543,91347,1236,1224
2017,GCF_002741255.1,Escherichia coli O114:H49,562,561,543,91347,1236,1224
2017,GCF_002741295.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002741315.1,Escherichia coli O25:H16,562,561,543,91347,1236,1224
2017,GCF_002741335.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002741355.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002741435.1,Escherichia coli O169:H41,562,561,543,91347,1236,1224
2017,GCF_002741455.1,Escherichia coli O128:H27,562,561,543,91347,1236,1224
2017,GCF_002741475.1,Escherichia coli O27:H7,562,561,543,91347,1236,1224
2017,GCF_002741495.1,Escherichia coli O169:H41,562,561,543,91347,1236,1224
2017,GCF_002741535.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002741555.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002741575.1,Escherichia coli O6:H16,562,561,543,91347,1236,1224
2017,GCF_002741595.1,Escherichia coli O178:H19,562,561,543,91347,1236,1224
2017,GCF_002761835.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002763995.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002764015.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002786655.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002787215.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002787315.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002787545.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002787645.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002787935.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002788115.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002788295.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002796445.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002796585.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002803805.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002803905.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002812545.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002843685.1,Escherichia coli str. K-12 substr. MG1655,562,561,543,91347,1236,1224
2017,GCF_002844165.1,Escherichia coli O121:H19,562,561,543,91347,1236,1224
2017,GCF_002844685.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002846135.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002848225.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_003433275.1,Escherichia coli NCCP15648,562,561,543,91347,1236,1224
2017,GCF_003586045.1,Escherichia coli M8,562,561,543,91347,1236,1224
2017,GCF_900096795.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_900096845.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_900149875.1,Escherichia coli O127:H6,562,561,543,91347,1236,1224
2017,GCF_900149915.1,Escherichia coli O127:H6,562,561,543,91347,1236,1224
2017,GCF_900174625.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_900174635.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_900184875.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_900186905.1,Escherichia coli,562,561,543,91347,1236,1224
2017,GCF_002072655.1,Klebsiella oxytoca,571,570,543,91347,1236,1224
2017,GCF_001316565.3,Klebsiella pneumoniae subsp. pneumoniae,573,570,543,91347,1236,1224
2017,GCF_001936035.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_001952835.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_001952875.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_001952895.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_001952915.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_001956965.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002055765.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002055855.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002056385.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002056475.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002113865.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002116885.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002156725.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002156745.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002156785.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002163895.1,Klebsiella pneumoniae subsp. pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002180075.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002180155.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002180175.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002180255.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002180295.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002180315.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002192315.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002192335.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002192375.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002197225.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002197505.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002202195.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002202215.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002202235.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002202255.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002202275.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002209405.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002211905.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002243445.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002249975.1,Klebsiella pneumoniae subsp. pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002269295.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002278055.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002587165.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002587885.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002591075.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002741685.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002752775.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002752815.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002752905.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002752955.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002752975.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002752995.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002753015.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002753035.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002753055.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002753075.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002753165.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002753355.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002753375.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002753405.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002753555.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002753605.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002754835.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002761315.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002761515.1,Klebsiella pneumoniae subsp. pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002786755.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002787755.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002812365.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002812385.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002812665.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002813595.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002814015.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002833425.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002833445.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002833465.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002848545.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002848565.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002848585.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_003073235.1,Klebsiella pneumoniae,573,570,543,91347,1236,1224
2017,GCF_002386305.1,Morganella morganii,582,581,1903414,91347,1236,1224
2017,GCF_002055685.1,Proteus mirabilis,584,583,1903414,91347,1236,1224
2017,GCF_002180115.1,Proteus mirabilis,584,583,1903414,91347,1236,1224
2017,GCF_002180235.1,Proteus mirabilis,584,583,1903414,91347,1236,1224
2017,GCF_002197405.1,Proteus mirabilis,584,583,1903414,91347,1236,1224
2017,GCF_002310875.1,Proteus mirabilis,584,583,1903414,91347,1236,1224
2017,GCF_002310895.1,Proteus mirabilis,584,583,1903414,91347,1236,1224
2017,GCF_002591155.1,Proteus vulgaris,585,583,1903414,91347,1236,1224
2017,GCF_001417865.2,Serratia marcescens,615,613,1903411,91347,1236,1224
2017,GCF_002220515.1,Serratia marcescens,615,613,1903411,91347,1236,1224
2017,GCF_002220535.1,Serratia marcescens,615,613,1903411,91347,1236,1224
2017,GCF_002220555.1,Serratia marcescens,615,613,1903411,91347,1236,1224
2017,GCF_002220575.1,Serratia marcescens,615,613,1903411,91347,1236,1224
2017,GCF_002220595.1,Serratia marcescens,615,613,1903411,91347,1236,1224
2017,GCF_002220615.1,Serratia marcescens,615,613,1903411,91347,1236,1224
2017,GCF_002220635.1,Serratia marcescens,615,613,1903411,91347,1236,1224
2017,GCF_002220655.1,Serratia marcescens,615,613,1903411,91347,1236,1224
2017,GCF_002220675.1,Serratia marcescens,615,613,1903411,91347,1236,1224
2017,GCF_002220695.1,Serratia marcescens,615,613,1903411,91347,1236,1224
2017,GCF_002220715.1,Serratia marcescens,615,613,1903411,91347,1236,1224
2017,GCF_900029885.1,Serratia marcescens SMB2099,615,613,1903411,91347,1236,1224
2017,GCF_000597945.1,Yersinia enterocolitica LC20,630,629,1903411,91347,1236,1224
2017,GCF_900092345.1,Yersinia pseudotuberculosis,633,629,1903411,91347,1236,1224
2017,GCF_002504285.1,Edwardsiella tarda,636,635,1903412,91347,1236,1224
2017,GCF_002180335.1,Aeromonas salmonicida,645,642,84642,135624,1236,1224
2017,GCF_002214245.1,Aeromonas salmonicida,645,642,84642,135624,1236,1224
2017,GCF_002214265.1,Aeromonas salmonicida,645,642,84642,135624,1236,1224
2017,GCF_002214305.1,Aeromonas salmonicida,645,642,84642,135624,1236,1224
2017,GCF_002313065.1,Aeromonas salmonicida subsp. masoucida,645,642,84642,135624,1236,1224
2017,GCF_002735225.1,Aeromonas salmonicida subsp. pectinolytica 34mel,645,642,84642,135624,1236,1224
2017,GCF_002764135.1,Aeromonas salmonicida,645,642,84642,135624,1236,1224
2017,GCF_002803925.1,Aeromonas veronii,654,642,84642,135624,1236,1224
2017,GCF_002803945.1,Aeromonas veronii,654,642,84642,135624,1236,1224
2017,GCF_002119525.1,Vibrio alginolyticus,663,662,641,135623,1236,1224
2017,GCF_002119545.1,Vibrio alginolyticus,663,662,641,135623,1236,1224
2017,GCF_002119565.1,Vibrio alginolyticus,663,662,641,135623,1236,1224
2017,GCF_002119585.1,Vibrio alginolyticus,663,662,641,135623,1236,1224
2017,GCF_002149065.1,Vibrio alginolyticus,663,662,641,135623,1236,1224
2017,GCF_002149085.1,Vibrio alginolyticus,663,662,641,135623,1236,1224
2017,GCF_002149105.1,Vibrio alginolyticus,663,662,641,135623,1236,1224
2017,GCF_001250235.2,Vibrio cholerae,666,662,641,135623,1236,1224
2017,GCF_002313025.1,Vibrio cholerae,666,662,641,135623,1236,1224
2017,GCF_002749635.1,Vibrio cholerae,666,662,641,135623,1236,1224
2017,GCF_900185995.1,Vibrio cholerae,666,662,641,135623,1236,1224
2017,GCF_001908435.2,Vibrio harveyi,669,662,641,135623,1236,1224
2017,GCF_002209725.2,Vibrio parahaemolyticus,670,662,641,135623,1236,1224
2017,GCF_002117205.1,Vibrio vulnificus,672,662,641,135623,1236,1224
2017,GCF_002204915.1,Vibrio vulnificus,672,662,641,135623,1236,1224
2017,GCF_002215135.1,Vibrio vulnificus,672,662,641,135623,1236,1224
2017,GCF_002224265.1,Vibrio vulnificus NBRC 15645 = ATCC 27562,672,662,641,135623,1236,1224
2017,GCF_001952955.1,Vibrio fluvialis,676,662,641,135623,1236,1224
2017,GCF_001969325.1,Vibrio campbellii,680,662,641,135623,1236,1224
2017,GCF_002140055.1,Vibrio campbellii,680,662,641,135623,1236,1224
2017,GCF_002142655.1,Vibrio campbellii,680,662,641,135623,1236,1224
2017,GCF_002163755.1,Vibrio campbellii CAIM 519 = NBRC 15631,680,662,641,135623,1236,1224
2017,GCF_002196515.1,Vibrio gazogenes,687,662,641,135623,1236,1224
2017,GCF_002214345.1,Vibrio mediterranei,689,662,641,135623,1236,1224
2017,GCF_003431405.1,Actinobacillus pleuropneumoniae,715,713,712,135625,1236,1224
2017,GCF_900187155.1,Actinobacillus suis,716,713,712,135625,1236,1224
2017,GCF_002162175.1,Histophilus somni,731,214906,712,135625,1236,1224
2017,GCF_002162195.1,Histophilus somni,731,214906,712,135625,1236,1224
2017,GCF_002162215.1,Histophilus somni,731,214906,712,135625,1236,1224
2017,GCF_002162235.1,Histophilus somni,731,214906,712,135625,1236,1224
2017,GCF_002162255.1,Histophilus somni,731,214906,712,135625,1236,1224
2017,GCF_002162275.1,Histophilus somni,731,214906,712,135625,1236,1224
2017,GCF_002162295.1,Histophilus somni,731,214906,712,135625,1236,1224
2017,GCF_002055565.1,Glaesserella parasuis,738,2094023,712,135625,1236,1224
2017,GCF_001578435.2,Pasteurella multocida subsp. multocida PMTB2.1,747,745,712,135625,1236,1224
2017,GCF_001956795.1,Pasteurella multocida subsp. multocida str. HN07,747,745,712,135625,1236,1224
2017,GCF_002059225.1,Pasteurella multocida subsp. multocida,747,745,712,135625,1236,1224
2017,GCF_002068175.1,Pasteurella multocida subsp. septica,747,745,712,135625,1236,1224
2017,GCF_002393385.1,Pasteurella multocida,747,745,712,135625,1236,1224
2017,GCF_002591295.1,Pasteurella multocida,747,745,712,135625,1236,1224
2017,GCF_900187275.1,Pasteurella multocida,747,745,712,135625,1236,1224
2017,GCF_900186835.1,Pasteurella dagmatis,754,745,712,135625,1236,1224
2017,GCF_002094935.1,Coxiella burnetii,777,776,118968,118969,1236,1224
2017,GCF_002109345.1,Coxiella burnetii,777,776,118968,118969,1236,1224
2017,GCF_001950995.1,Rickettsia rickettsii,783,780,775,766,28211,1224
2017,GCF_001951015.1,Rickettsia rickettsii,783,780,775,766,28211,1224
2017,GCF_002088315.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002088335.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002088355.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002776745.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002776795.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002776845.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002776885.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002776955.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002776975.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002776995.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002777015.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002777035.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002777055.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002777075.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002777095.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002777135.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002777155.1,Chlamydia trachomatis,813,810,809,51291,204429,204428
2017,GCF_002753935.1,Porphyromonas gingivalis,837,836,171551,171549,200643,976
2017,GCF_002753955.1,Porphyromonas gingivalis,837,836,171551,171549,200643,976
2017,GCF_002753975.1,Porphyromonas gingivalis,837,836,171551,171549,200643,976
2017,GCF_002754015.1,Porphyromonas gingivalis,837,836,171551,171549,200643,976
2017,GCF_002754035.1,Porphyromonas gingivalis,837,836,171551,171549,200643,976
2017,GCF_002754055.1,Porphyromonas gingivalis,837,836,171551,171549,200643,976
2017,GCF_002754075.1,Porphyromonas gingivalis,837,836,171551,171549,200643,976
2017,GCF_002754095.1,Porphyromonas gingivalis,837,836,171551,171549,200643,976
2017,GCF_002754115.1,Porphyromonas gingivalis,837,836,171551,171549,200643,976
2017,GCF_002754135.1,Porphyromonas gingivalis,837,836,171551,171549,200643,976
2017,GCF_002754155.1,Porphyromonas gingivalis,837,836,171551,171549,200643,976
2017,GCF_002127965.1,Oxalobacter formigenes,847,846,75682,80840,28216,1224
2017,GCF_002128345.1,Oxalobacter formigenes OXCC13,847,846,75682,80840,28216,1224
2017,GCF_002211605.1,Fusobacterium nucleatum subsp. nucleatum,851,848,203492,203491,203490,32066
2017,GCF_002211625.1,Fusobacterium nucleatum subsp. polymorphum,851,848,203492,203491,203490,32066
2017,GCF_002764055.1,Fusobacterium nucleatum subsp. vincentii,851,848,203492,203491,203490,32066
2017,GCF_002586945.1,Faecalibacterium prausnitzii,853,216851,541000,186802,186801,1239
2017,GCF_002734145.1,Faecalibacterium prausnitzii,853,216851,541000,186802,186801,1239
2017,GCF_002356455.1,Fusobacterium varium,856,848,203492,203491,203490,32066
2017,GCF_002763595.1,Fusobacterium periodonticum,860,848,203492,203491,203490,32066
2017,GCF_002763625.1,Fusobacterium periodonticum,860,848,203492,203491,203490,32066
2017,GCF_002763695.1,Fusobacterium periodonticum,860,848,203492,203491,203490,32066
2017,GCF_002763735.1,Fusobacterium periodonticum,860,848,203492,203491,203490,32066
2017,GCF_002763775.1,Fusobacterium periodonticum,860,848,203492,203491,203490,32066
2017,GCF_002763815.1,Fusobacterium periodonticum,860,848,203492,203491,203490,32066
2017,GCF_002763875.1,Fusobacterium periodonticum,860,848,203492,203491,203490,32066
2017,GCF_002763915.1,Fusobacterium periodonticum,860,848,203492,203491,203490,32066
2017,GCF_002763925.1,Fusobacterium periodonticum,860,848,203492,203491,203490,32066
2017,GCF_002009335.2,Desulfococcus multivorans,897,896,213119,213118,28221,1224
2017,GCF_002028405.1,Thiomonas intermedia,926,32012,NA,80840,28216,1224
